streetNumber,streetName,suburbName,status,postcode,lat,lng
5,Oxford Street,Surry Hills,1.0,2010.0,-33.877470100000004,151.21238
7,Oxford Street,Surry Hills,1.0,2010.0,-33.877414,151.2130221
9,Oxford Street,Surry Hills,1.0,2010.0,-33.8774231,151.2130335
11,Oxford Street,Surry Hills,1.0,2010.0,-33.8774294,151.2130413
13,Oxford Street,Surry Hills,1.0,2010.0,-33.8774901,151.2131168
15,Oxford Street,Surry Hills,1.0,2010.0,-33.8772555,151.21276830000005
17,Oxford Street,Surry Hills,1.0,2010.0,-33.877415500000005,151.2124264
19,Oxford Street,Surry Hills,1.0,2010.0,-33.877470100000004,151.21238
21,Oxford Street,Surry Hills,1.0,2010.0,-33.8775771,151.2128168
23,Oxford Street,Surry Hills,1.0,2010.0,-33.877666,151.2129307
25,Oxford Street,Surry Hills,1.0,2010.0,-33.8777405,151.2128884
27,Oxford Street,Surry Hills,1.0,2010.0,-33.8777325,151.21288059999995
29,Oxford Street,Surry Hills,1.0,2010.0,-33.8777405,151.2128884
1,Parkham Street,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
3,Parkham Street,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
5,Parkham Street,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
7,Parkham Street,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
9,Parkham Street,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
11,Parkham Street,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
13,Parkham Street,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
15,Parkham Street,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
17,Parkham Street,Surry Hills,1.0,2010.0,-33.8902563,151.21543300000005
19,Parkham Street,Surry Hills,1.0,2010.0,-33.890263299999994,151.21548280000005
21,Parkham Street,Surry Hills,1.0,2010.0,-33.8902703,151.21553290000003
23,Parkham Street,Surry Hills,1.0,2010.0,-33.8902783,151.21559019999995
25,Parkham Street,Surry Hills,1.0,2010.0,-33.890286,151.215645
27,Parkham Street,Surry Hills,1.0,2010.0,-33.8902926,151.2156916
29,Parkham Street,Surry Hills,1.0,2010.0,-33.89029910000001,151.2157381
1,Parkham Place,Surry Hills,1.0,2010.0,-33.8899835,151.21669530000003
3,Parkham Place,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
5,Parkham Place,Surry Hills,1.0,2010.0,-33.8901283,151.2166671
7,Parkham Place,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
9,Parkham Place,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
11,Parkham Place,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
13,Parkham Place,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
15,Parkham Place,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
17,Parkham Place,Surry Hills,1.0,2010.0,-33.8902563,151.21543300000005
19,Parkham Place,Surry Hills,1.0,2010.0,-33.890263299999994,151.21548280000005
21,Parkham Place,Surry Hills,1.0,2010.0,-33.8902703,151.21553290000003
23,Parkham Place,Surry Hills,1.0,2010.0,-33.8902783,151.21559019999995
25,Parkham Place,Surry Hills,1.0,2010.0,-33.890286,151.215645
27,Parkham Place,Surry Hills,1.0,2010.0,-33.8902926,151.2156916
29,Parkham Place,Surry Hills,1.0,2010.0,-33.89029910000001,151.2157381
1,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
3,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
5,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
7,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
9,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
11,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
13,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
15,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902527,151.2154076
17,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902563,151.21543300000005
19,Parkham Lane,Surry Hills,1.0,2010.0,-33.890263299999994,151.21548280000005
21,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902703,151.21553290000003
23,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902783,151.21559019999995
25,Parkham Lane,Surry Hills,1.0,2010.0,-33.890286,151.215645
27,Parkham Lane,Surry Hills,1.0,2010.0,-33.8902926,151.2156916
29,Parkham Lane,Surry Hills,1.0,2010.0,-33.89029910000001,151.2157381
1,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
3,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
5,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
7,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
9,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
11,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
13,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
15,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
17,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
19,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
21,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
23,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
25,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
27,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
29,Patterson Lane,Surry Hills,1.0,2010.0,-33.8814326,151.216929
1,Pelican Street,Surry Hills,1.0,2010.0,-33.8783006,151.2131165
3,Pelican Street,Surry Hills,1.0,2010.0,-33.8783064,151.2131133
5,Pelican Street,Surry Hills,1.0,2010.0,-33.878303700000004,151.21311530000003
7,Pelican Street,Surry Hills,1.0,2010.0,-33.8783006,151.2131165
9,Pelican Street,Surry Hills,1.0,2010.0,-33.878301,151.21311730000005
11,Pelican Street,Surry Hills,1.0,2010.0,-33.878301,151.21311730000005
13,Pelican Street,Surry Hills,1.0,2010.0,-33.878301,151.21311730000005
15,Pelican Street,Surry Hills,1.0,2010.0,-33.8780463,151.21377030000005
17,Pelican Street,Surry Hills,1.0,2010.0,-33.8783096,151.2131125
19,Pelican Street,Surry Hills,1.0,2010.0,-33.8780463,151.21377030000005
21,Pelican Street,Surry Hills,1.0,2010.0,-33.8780463,151.21377030000005
23,Pelican Street,Surry Hills,1.0,2010.0,-33.878679600000005,151.2129446
25,Pelican Street,Surry Hills,1.0,2010.0,-33.878671600000004,151.21294819999997
27,Pelican Street,Surry Hills,1.0,2010.0,-33.879034399999995,151.2129925
29,Pelican Street,Surry Hills,1.0,2010.0,-33.879034399999995,151.2129925
1,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
3,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
5,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
7,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
9,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
11,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
13,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
15,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
17,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
19,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
21,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
23,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
25,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
27,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
29,Pembroke Street,Surry Hills,1.0,2010.0,-33.88950139999999,151.2065806
1,Perry Street,Surry Hills,1.0,2010.0,-33.8897138,151.2083935
3,Perry Street,Surry Hills,1.0,2010.0,-33.8897138,151.2083935
5,Perry Street,Surry Hills,1.0,2204.0,-33.901038,151.166564
7,Perry Street,Surry Hills,1.0,2204.0,-33.90106970000001,151.1665149
9,Perry Street,Surry Hills,1.0,2204.0,-33.901138,151.1665108
11,Perry Street,Surry Hills,1.0,2010.0,-33.8897138,151.2083935
13,Perry Street,Surry Hills,1.0,2010.0,-33.8897138,151.2083935
15,Perry Street,Surry Hills,1.0,2010.0,-33.8897138,151.2083935
17,Perry Street,Surry Hills,1.0,2204.0,-33.9013828,151.1663329
19,Perry Street,Surry Hills,1.0,2204.0,-33.901443900000004,151.16635219999995
21,Perry Street,Surry Hills,1.0,2010.0,-33.8897138,151.2083935
23,Perry Street,Surry Hills,1.0,2204.0,-33.901573,151.16628630000002
25,Perry Street,Surry Hills,1.0,2204.0,-33.9016365,151.16624950000005
27,Perry Street,Surry Hills,1.0,2204.0,-33.9016911,151.166217
29,Perry Street,Surry Hills,1.0,2204.0,-33.901810600000005,151.166162
1,Phelps Street,Surry Hills,1.0,2010.0,-33.8869564,151.2145589
3,Phelps Street,Surry Hills,1.0,2010.0,-33.886977200000004,151.2145907
5,Phelps Street,Surry Hills,1.0,2010.0,-33.886994,151.2146254
7,Phelps Street,Surry Hills,1.0,2010.0,-33.8870091,151.21465849999996
9,Phelps Street,Surry Hills,1.0,2010.0,-33.8869823,151.2147179
11,Phelps Street,Surry Hills,1.0,2010.0,-33.8870844,151.2147079
13,Phelps Street,Surry Hills,1.0,2010.0,-33.8870844,151.2147079
15,Phelps Street,Surry Hills,1.0,2010.0,-33.88707120000001,151.2148318
17,Phelps Street,Surry Hills,1.0,2010.0,-33.8870977,151.2149834
19,Phelps Street,Surry Hills,1.0,2010.0,-33.88735560000001,151.2157791
21,Phelps Street,Surry Hills,1.0,2010.0,-33.8873908,151.2157991
23,Phelps Street,Surry Hills,1.0,2010.0,-33.8874088,151.2158303
25,Phelps Street,Surry Hills,1.0,2010.0,-33.8874259,151.21585880000003
27,Phelps Street,Surry Hills,1.0,2010.0,-33.887421,151.2158987
29,Phelps Street,Surry Hills,1.0,2010.0,-33.887444200000004,151.2159645
1,Phelps Lane,Surry Hills,1.0,2010.0,-33.8869564,151.2145589
3,Phelps Lane,Surry Hills,1.0,2010.0,-33.886977200000004,151.2145907
5,Phelps Lane,Surry Hills,1.0,2010.0,-33.886994,151.2146254
7,Phelps Lane,Surry Hills,1.0,2010.0,-33.8870091,151.21465849999996
9,Phelps Lane,Surry Hills,1.0,2010.0,-33.8869823,151.2147179
11,Phelps Lane,Surry Hills,1.0,2010.0,-33.8870844,151.2147079
13,Phelps Lane,Surry Hills,1.0,2010.0,-33.8870844,151.2147079
15,Phelps Lane,Surry Hills,1.0,2010.0,-33.88707120000001,151.2148318
17,Phelps Lane,Surry Hills,1.0,2010.0,-33.8870977,151.2149834
19,Phelps Lane,Surry Hills,1.0,2010.0,-33.88735560000001,151.2157791
21,Phelps Lane,Surry Hills,1.0,2010.0,-33.8873908,151.2157991
23,Phelps Lane,Surry Hills,1.0,2010.0,-33.887408799999996,151.2158303
25,Phelps Lane,Surry Hills,1.0,2010.0,-33.8874259,151.21585880000003
27,Phelps Lane,Surry Hills,1.0,2010.0,-33.887421,151.2158987
29,Phelps Lane,Surry Hills,1.0,2010.0,-33.887444200000004,151.2159645
1,Poplar Street,Surry Hills,1.0,2010.0,-33.878386299999995,151.21251740000002
3,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
5,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
7,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
9,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
11,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
13,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
15,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
17,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
19,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
21,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
23,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
25,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
27,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
29,Poplar Street,Surry Hills,1.0,2010.0,-33.87838620000001,151.21251740000002
1,Prospect Lane,Surry Hills,1.0,2010.0,-33.8866544,151.21660269999995
3,Prospect Lane,Surry Hills,1.0,2010.0,-33.886689200000006,151.2168051
5,Prospect Lane,Surry Hills,1.0,2010.0,-33.886689200000006,151.2168051
7,Prospect Lane,Surry Hills,1.0,2010.0,-33.886689200000006,151.2168051
9,Prospect Lane,Surry Hills,1.0,2010.0,-33.886689200000006,151.2168051
11,Prospect Lane,Surry Hills,1.0,2010.0,-33.886689200000006,151.2168051
13,Prospect Lane,Surry Hills,1.0,2010.0,-33.8869691,151.2166304
15,Prospect Lane,Surry Hills,1.0,2010.0,-33.886689200000006,151.2168051
17,Prospect Lane,Surry Hills,1.0,2010.0,-33.8869848,151.2166796
19,Prospect Lane,Surry Hills,1.0,2010.0,-33.886689200000006,151.2168051
21,Prospect Lane,Surry Hills,1.0,2010.0,-33.886689200000006,151.2168051
23,Prospect Lane,Surry Hills,1.0,2010.0,-33.886689200000006,151.2168051
25,Prospect Lane,Surry Hills,1.0,2010.0,-33.8869995,151.2168144
27,Prospect Lane,Surry Hills,1.0,2010.0,-33.886689200000006,151.2168051
29,Prospect Lane,Surry Hills,1.0,2010.0,-33.886979,151.21687790000001
1,Prospect Street,Surry Hills,1.0,2010.0,-33.886959999999995,151.21654750000005
3,Prospect Street,Surry Hills,1.0,2010.0,-33.886959999999995,151.21654750000005
5,Prospect Street,Surry Hills,1.0,2010.0,-33.886936999999996,151.21642549999999
7,Prospect Street,Surry Hills,1.0,2010.0,-33.8869544,151.2164938
9,Prospect Street,Surry Hills,1.0,2010.0,-33.886965000000004,151.2165291
11,Prospect Street,Surry Hills,1.0,2010.0,-33.8869718,151.2165789
13,Prospect Street,Surry Hills,1.0,2010.0,-33.8869691,151.2166304
15,Prospect Street,Surry Hills,1.0,2010.0,-33.8869848,151.2166796
17,Prospect Street,Surry Hills,1.0,2010.0,-33.8869848,151.2166796
19,Prospect Street,Surry Hills,1.0,2010.0,-33.88706810000001,151.2168133
21,Prospect Street,Surry Hills,1.0,2010.0,-33.88693720000001,151.21675269999997
23,Prospect Street,Surry Hills,1.0,2010.0,-33.886963,151.2167754
25,Prospect Street,Surry Hills,1.0,2010.0,-33.8869995,151.2168144
27,Prospect Street,Surry Hills,1.0,2010.0,-33.886946200000004,151.2168665
29,Prospect Street,Surry Hills,1.0,2010.0,-33.886979,151.21687790000001
1,Rainford Street,Surry Hills,1.0,2010.0,-33.8876304,151.2139666
3,Rainford Street,Surry Hills,1.0,2010.0,-33.887682,151.2140121
5,Rainford Street,Surry Hills,1.0,2010.0,-33.8877549,151.2140779
7,Rainford Street,Surry Hills,1.0,2010.0,-33.887756700000004,151.2141487
9,Rainford Street,Surry Hills,1.0,2010.0,-33.887885499999996,151.2139314
11,Rainford Street,Surry Hills,1.0,2010.0,-33.8876755,151.21425390000005
13,Rainford Street,Surry Hills,1.0,2010.0,-33.8876844,151.2142733
15,Rainford Street,Surry Hills,1.0,2010.0,-33.887583500000005,151.2140542
17,Rainford Street,Surry Hills,1.0,2010.0,-33.8876056,151.2141023
19,Rainford Street,Surry Hills,1.0,2010.0,-33.88762,151.2141335
21,Rainford Street,Surry Hills,1.0,2010.0,-33.887640399999995,151.21417780000004
23,Rainford Street,Surry Hills,1.0,2010.0,-33.88765720000001,151.2142142
25,Rainford Street,Surry Hills,1.0,2010.0,-33.887670899999996,151.214244
27,Rainford Street,Surry Hills,1.0,2010.0,-33.887688,151.2142811
29,Rainford Street,Surry Hills,1.0,2010.0,-33.8877034,151.2143144
1,Randle Street,Surry Hills,1.0,2010.0,-33.8848246,151.2078592
3,Randle Street,Surry Hills,1.0,2010.0,-33.8848246,151.2078592
5,Randle Street,Surry Hills,1.0,2010.0,-33.8848246,151.2078592
7,Randle Street,Surry Hills,1.0,2010.0,-33.8849766,151.20785790000005
9,Randle Street,Surry Hills,1.0,2010.0,-33.8851226,151.20786850000005
11,Randle Street,Surry Hills,1.0,2010.0,-33.8850414,151.2076425
13,Randle Street,Surry Hills,1.0,2010.0,-33.884983899999995,151.2077315
15,Randle Street,Surry Hills,1.0,2010.0,-33.885225399999996,151.2075349
17,Randle Street,Surry Hills,1.0,2010.0,-33.885341499999996,151.2072845
19,Randle Street,Surry Hills,1.0,2010.0,-33.88544780000001,151.207394
21,Randle Street,Surry Hills,1.0,2010.0,-33.88544780000001,151.207394
23,Randle Street,Surry Hills,1.0,2010.0,-33.88544780000001,151.207394
25,Randle Street,Surry Hills,1.0,2010.0,-33.88544780000001,151.207394
27,Randle Street,Surry Hills,1.0,2010.0,-33.88544780000001,151.207394
29,Randle Street,Surry Hills,1.0,2010.0,-33.88544780000001,151.207394
1,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
3,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
5,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
7,Randle Lane,Surry Hills,1.0,2010.0,-33.884573100000004,151.20790669999997
9,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
11,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
13,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
15,Randle Lane,Surry Hills,1.0,2010.0,-33.885225399999996,151.2075349
17,Randle Lane,Surry Hills,1.0,2010.0,-33.885341499999996,151.2072845
19,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
21,Randle Lane,Surry Hills,1.0,2010.0,-33.88544780000001,151.207394
23,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
25,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
27,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
29,Randle Lane,Surry Hills,1.0,2010.0,-33.884554200000004,151.207873
1,Raper Street,Surry Hills,1.0,2010.0,-33.8885912,151.2144447
3,Raper Street,Surry Hills,1.0,2010.0,-33.888625399999995,151.21442199999996
5,Raper Street,Surry Hills,1.0,2010.0,-33.8886667,151.2143878
7,Raper Street,Surry Hills,1.0,2010.0,-33.8887131,151.2143935
9,Raper Street,Surry Hills,1.0,2010.0,-33.8887337,151.2143764
11,Raper Street,Surry Hills,1.0,2010.0,-33.8887903,151.2142806
13,Raper Street,Surry Hills,1.0,2010.0,-33.888805700000006,151.2143525
15,Raper Street,Surry Hills,1.0,2010.0,-33.888805700000006,151.2143525
17,Raper Street,Surry Hills,1.0,2010.0,-33.888805700000006,151.2143525
19,Raper Street,Surry Hills,1.0,2010.0,-33.888805700000006,151.2143525
21,Raper Street,Surry Hills,1.0,2010.0,-33.888805700000006,151.2143525
23,Raper Street,Surry Hills,1.0,2010.0,-33.888805700000006,151.2143525
25,Raper Street,Surry Hills,1.0,2010.0,-33.888805700000006,151.2143525
27,Raper Street,Surry Hills,1.0,2010.0,-33.888805700000006,151.2143525
29,Raper Street,Surry Hills,1.0,2010.0,-33.888805700000006,151.2143525
1,Renwick Street,Surry Hills,1.0,2010.0,-33.8898127,151.20208490000005
3,Renwick Street,Surry Hills,1.0,2010.0,-33.8898127,151.20208490000005
5,Renwick Street,Surry Hills,1.0,2010.0,-33.8898127,151.20208490000005
7,Renwick Street,Surry Hills,1.0,2010.0,-33.8898127,151.20208490000005
9,Renwick Street,Surry Hills,1.0,2010.0,-33.8898127,151.20208490000005
11,Renwick Street,Surry Hills,1.0,2010.0,-33.8898127,151.20208490000005
13,Renwick Street,Surry Hills,1.0,2016.0,-33.88989220000001,151.2021138
15,Renwick Street,Surry Hills,1.0,2016.0,-33.8899282,151.202114
17,Renwick Street,Surry Hills,1.0,2016.0,-33.8899637,151.2021092
19,Renwick Street,Surry Hills,1.0,2016.0,-33.88999760000001,151.2020936
21,Renwick Street,Surry Hills,1.0,2016.0,-33.8900317,151.2020855
23,Renwick Street,Surry Hills,1.0,2016.0,-33.8900648,151.2020665
25,Renwick Street,Surry Hills,1.0,2016.0,-33.890119399999996,151.20207299999996
27,Renwick Street,Surry Hills,1.0,2016.0,-33.890119399999996,151.20207299999996
29,Renwick Street,Surry Hills,1.0,2016.0,-33.890191200000004,151.20205900000005
1,Reservoir Lane,Surry Hills,1.0,2010.0,-33.882127200000006,151.21414230000005
3,Reservoir Lane,Surry Hills,1.0,2010.0,-33.882149,151.2141378
5,Reservoir Lane,Surry Hills,1.0,2010.0,-33.8822164,151.2141238
7,Reservoir Lane,Surry Hills,1.0,2010.0,-33.882262,151.2141143
9,Reservoir Lane,Surry Hills,1.0,2010.0,-33.882262,151.2141143
11,Reservoir Lane,Surry Hills,1.0,2010.0,-33.882262,151.2141143
13,Reservoir Lane,Surry Hills,1.0,2010.0,-33.882262,151.2141143
15,Reservoir Lane,Surry Hills,1.0,2010.0,-33.882262,151.2141143
17,Reservoir Lane,Surry Hills,1.0,2010.0,-33.882262,151.2141143
19,Reservoir Lane,Surry Hills,1.0,2010.0,-33.8814376,151.20938
21,Reservoir Lane,Surry Hills,1.0,2010.0,-33.881425,151.2093874
23,Reservoir Lane,Surry Hills,1.0,2010.0,-33.8814395,151.20939330000004
25,Reservoir Lane,Surry Hills,1.0,2010.0,-33.8814253,151.2093941
27,Reservoir Lane,Surry Hills,1.0,2010.0,-33.8814253,151.2093941
29,Reservoir Lane,Surry Hills,1.0,2010.0,-33.8814253,151.2093941
1,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814248,151.20938069999997
3,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814248,151.20938069999997
5,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814248,151.20938069999997
7,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814248,151.20938069999997
9,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814248,151.20938069999997
11,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814248,151.20938069999997
13,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814248,151.20938069999997
15,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814248,151.20938069999997
17,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814248,151.20938069999997
19,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814376,151.20938
21,Reservoir Street,Surry Hills,1.0,2010.0,-33.881425,151.2093874
23,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814395,151.20939330000004
25,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814253,151.2093941
27,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814253,151.2093941
29,Reservoir Street,Surry Hills,1.0,2010.0,-33.8814253,151.2093941
1,Richards Lane,Surry Hills,1.0,2010.0,-33.8853349,151.2146041
3,Richards Lane,Surry Hills,1.0,2010.0,-33.885357899999995,151.21459199999995
5,Richards Lane,Surry Hills,1.0,2010.0,-33.8853968,151.2145845
7,Richards Lane,Surry Hills,1.0,2010.0,-33.885822499999996,151.2143511
9,Richards Lane,Surry Hills,1.0,2010.0,-33.8854775,151.21456930000005
11,Richards Lane,Surry Hills,1.0,2010.0,-33.885514799999996,151.2146041
13,Richards Lane,Surry Hills,1.0,2010.0,-33.8855489,151.21458130000005
15,Richards Lane,Surry Hills,1.0,2010.0,-33.885596899999996,151.21454690000004
17,Richards Lane,Surry Hills,1.0,2010.0,-33.88562879999999,151.21458130000005
19,Richards Lane,Surry Hills,1.0,2010.0,-33.885822499999996,151.2143511
21,Richards Lane,Surry Hills,1.0,2010.0,-33.885708799999996,151.21458130000005
23,Richards Lane,Surry Hills,1.0,2010.0,-33.885742900000004,151.21455859999998
25,Richards Lane,Surry Hills,1.0,2010.0,-33.8857985,151.21450919999995
27,Richards Lane,Surry Hills,1.0,2010.0,-33.885822499999996,151.2143511
29,Richards Lane,Surry Hills,1.0,2010.0,-33.8858783,151.2144938
1,Richards Avenue,Surry Hills,1.0,2010.0,-33.8853349,151.2146041
3,Richards Avenue,Surry Hills,1.0,2010.0,-33.885357899999995,151.21459199999995
5,Richards Avenue,Surry Hills,1.0,2010.0,-33.8853968,151.2145845
7,Richards Avenue,Surry Hills,1.0,2010.0,-33.8854378,151.2145768
9,Richards Avenue,Surry Hills,1.0,2010.0,-33.8854775,151.21456930000005
11,Richards Avenue,Surry Hills,1.0,2010.0,-33.885514799999996,151.2146041
13,Richards Avenue,Surry Hills,1.0,2010.0,-33.8855489,151.21458130000005
15,Richards Avenue,Surry Hills,1.0,2010.0,-33.885596899999996,151.21454690000004
17,Richards Avenue,Surry Hills,1.0,2010.0,-33.88562879999999,151.21458130000005
19,Richards Avenue,Surry Hills,1.0,2010.0,-33.8856688,151.21458130000005
21,Richards Avenue,Surry Hills,1.0,2010.0,-33.885708799999996,151.21458130000005
23,Richards Avenue,Surry Hills,1.0,2010.0,-33.885742900000004,151.21455859999998
25,Richards Avenue,Surry Hills,1.0,2010.0,-33.8857985,151.21450919999995
27,Richards Avenue,Surry Hills,1.0,2010.0,-33.8858229,151.21455859999998
29,Richards Avenue,Surry Hills,1.0,2010.0,-33.8858783,151.2144938
1,Ridge Lane,Surry Hills,1.0,2010.0,-33.8913782,151.2151366
3,Ridge Lane,Surry Hills,1.0,2010.0,-33.89138500000001,151.21507490000005
5,Ridge Lane,Surry Hills,1.0,2010.0,-33.891372600000004,151.2151986
7,Ridge Lane,Surry Hills,1.0,2010.0,-33.8914071,151.2152373
9,Ridge Lane,Surry Hills,1.0,2010.0,-33.8914143,151.21528999999995
11,Ridge Lane,Surry Hills,1.0,2010.0,-33.891386,151.21536940000001
13,Ridge Lane,Surry Hills,1.0,2010.0,-33.8914278,151.21536899999995
15,Ridge Lane,Surry Hills,1.0,2010.0,-33.891564100000004,151.2156425
17,Ridge Lane,Surry Hills,1.0,2010.0,-33.8914092,151.21546930000005
19,Ridge Lane,Surry Hills,1.0,2010.0,-33.8914208,151.2155148
21,Ridge Lane,Surry Hills,1.0,2010.0,-33.8914382,151.2155831
23,Ridge Lane,Surry Hills,1.0,2010.0,-33.8914298,151.21562859999997
25,Ridge Lane,Surry Hills,1.0,2010.0,-33.8914637,151.2156541
27,Ridge Lane,Surry Hills,1.0,2010.0,-33.8914529,151.2157197
29,Ridge Lane,Surry Hills,1.0,2010.0,-33.891450299999995,151.21578799999997
1,Ridge Place,Surry Hills,1.0,2010.0,-33.89164470000001,151.21496069999995
3,Ridge Place,Surry Hills,1.0,2010.0,-33.89164470000001,151.21496069999995
5,Ridge Place,Surry Hills,1.0,2010.0,-33.89164470000001,151.21496069999995
7,Ridge Place,Surry Hills,1.0,2010.0,-33.89164470000001,151.21496069999995
9,Ridge Place,Surry Hills,1.0,2010.0,-33.8916183,151.2148773
11,Ridge Place,Surry Hills,1.0,2010.0,-33.89164470000001,151.21496069999995
13,Ridge Place,Surry Hills,1.0,2010.0,-33.89164470000001,151.21496069999995
15,Ridge Place,Surry Hills,1.0,2010.0,-33.89164470000001,151.21496069999995
17,Ridge Place,Surry Hills,1.0,2010.0,-33.89164470000001,151.21496069999995
19,Ridge Place,Surry Hills,1.0,2010.0,-33.89164470000001,151.21496069999995
